,index,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,County,Daily Max 8-hour Ozone Concentration,DAILY_AQI_VALUE_ozone,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE
0,0,2018,90012,14,36.6,0-17,Los Angeles,0.04001719197707733,38.1432664756447,14.530019212295855,52.57156580211337
1,1,2018,90012,73,21.6,18+,Los Angeles,0.04001719197707733,38.1432664756447,14.530019212295855,52.57156580211337
2,2,2018,90012,87,25.5,All Ages,Los Angeles,0.04001719197707733,38.1432664756447,14.530019212295855,52.57156580211337
3,3,2018,90221,176,96.9,0-17,Los Angeles,0.03843380281690138,35.72676056338028,13.372807017543863,49.1578947368421
4,4,2018,90221,230,58.5,18+,Los Angeles,0.03843380281690138,35.72676056338028,13.372807017543863,49.1578947368421
5,5,2018,90221,406,68.4,All Ages,Los Angeles,0.03843380281690138,35.72676056338028,13.372807017543863,49.1578947368421
6,6,2018,90660,109,69.3,0-17,Los Angeles,0.04285798816568046,42.34023668639053,12.679629629629638,47.42438271604939
7,7,2018,90660,150,30.7,18+,Los Angeles,0.04285798816568046,42.34023668639053,12.679629629629638,47.42438271604939
8,8,2018,90660,259,40.7,All Ages,Los Angeles,0.04285798816568046,42.34023668639053,12.679629629629638,47.42438271604939
9,9,2018,90810,79,76.9,0-17,Los Angeles,0.03387572254335258,31.433526011560694,,
10,10,2018,90810,110,39.3,18+,Los Angeles,0.03387572254335258,31.433526011560694,,
11,11,2018,90810,189,48.9,All Ages,Los Angeles,0.03387572254335258,31.433526011560694,,
12,12,2018,91106,31,79.6,0-17,Los Angeles,0.04699715099715098,49.706552706552706,10.460256410256415,40.68803418803419
13,13,2018,91106,21,9.2,18+,Los Angeles,0.04699715099715098,49.706552706552706,10.460256410256415,40.68803418803419
14,14,2018,91106,52,27.4,All Ages,Los Angeles,0.04699715099715098,49.706552706552706,10.460256410256415,40.68803418803419
15,15,2018,91321,49,56.6,0-17,Los Angeles,0.05213725490196082,61.11484593837535,10.195156695156696,38.458689458689456
16,16,2018,91321,62,21.1,18+,Los Angeles,0.05213725490196082,61.11484593837535,10.195156695156696,38.458689458689456
17,17,2018,91321,111,30.2,All Ages,Los Angeles,0.05213725490196082,61.11484593837535,10.195156695156696,38.458689458689456
18,18,2018,91335,202,118.0,0-17,Los Angeles,0.05261731843575423,60.625698324022345,14.921690140845072,53.956338028169014
19,19,2018,91335,302,49.0,18+,Los Angeles,0.05261731843575423,60.625698324022345,14.921690140845072,53.956338028169014
20,20,2018,91335,504,66.8,All Ages,Los Angeles,0.05261731843575423,60.625698324022345,14.921690140845072,53.956338028169014
21,21,2018,91360,33,39.8,0-17,Ventura,0.043941988950276255,41.76519337016575,9.27408450704225,36.67323943661972
22,22,2018,91360,65,20.2,18+,Ventura,0.043941988950276255,41.76519337016575,9.27408450704225,36.67323943661972
23,23,2018,91360,98,25.3,All Ages,Ventura,0.043941988950276255,41.76519337016575,9.27408450704225,36.67323943661972
24,24,2018,91702,192,116.6,0-17,Los Angeles,0.05068000000000003,57.89714285714286,10.944827586206898,41.741379310344826
25,25,2018,91702,238,52.1,18+,Los Angeles,0.05068000000000003,57.89714285714286,10.944827586206898,41.741379310344826
26,26,2018,91702,430,68.7,All Ages,Los Angeles,0.05068000000000003,57.89714285714286,10.944827586206898,41.741379310344826
27,27,2018,91741,27,52.1,0-17,Los Angeles,0.049977464788732336,57.819718309859155,12.451249999999998,46.309375
28,28,2018,91741,51,23.7,18+,Los Angeles,0.049977464788732336,57.819718309859155,12.451249999999998,46.309375
