,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
10930,2015,92583,104,48.6,18+,Riverside
10931,2015,92584,124,39.6,18+,Riverside
10932,2015,92585,37,27.5,18+,Riverside
10933,2015,92586,74,62.3,18+,Riverside
10934,2015,92587,30,15.3,18+,Riverside
10935,2015,92591,96,31.4,18+,Riverside
10936,2015,92592,111,19.9,18+,Riverside
10937,2015,92595,77,33.0,18+,Riverside
10938,2015,92596,49,26.7,18+,Riverside
10939,2015,92602,19,15.2,18+,Orange
10940,2015,92603,18,17.6,18+,Orange
10941,2015,92604,30,13.3,18+,Orange
10942,2015,92606,22,13.0,18+,Orange
10943,2015,92610,12,14.6,18+,Orange
10944,2015,92612,52,13.4,18+,Orange
10945,2015,92614,27,16.5,18+,Orange
10946,2015,92618,44,21.4,18+,Orange
10947,2015,92620,40,12.7,18+,Orange
10948,2015,92624,20,35.0,18+,Orange
10949,2015,92625,17,13.5,18+,Orange
10950,2015,92626,83,20.8,18+,Orange
10951,2015,92627,153,32.6,18+,Orange
10952,2015,92629,39,17.4,18+,Orange
10953,2015,92630,84,18.0,18+,Orange
10954,2015,92637,60,31.7,18+,Orange
10955,2015,92646,101,22.4,18+,Orange
10956,2015,92647,159,32.0,18+,Orange
10957,2015,92648,71,19.8,18+,Orange
10958,2015,92649,42,17.1,18+,Orange
10959,2015,92651,38,17.5,18+,Orange
10960,2015,92653,41,17.0,18+,Orange
10961,2015,92655,42,81.1,18+,Orange
10962,2015,92656,49,13.6,18+,Orange
10963,2015,92660,31,14.3,18+,Orange
10964,2015,92663,33,16.9,18+,Orange
10965,2015,92672,67,21.6,18+,Orange
10966,2015,92673,43,20.5,18+,Orange
10967,2015,92675,41,13.3,18+,Orange
10968,2015,92677,80,17.0,18+,Orange
10969,2015,92679,22,8.8,18+,Orange
10970,2015,92683,235,31.0,18+,Orange
10971,2015,92688,35,13.2,18+,Orange
10972,2015,92691,95,24.6,18+,Orange
10973,2015,92692,53,11.0,18+,Orange
10974,2015,92694,15,8.2,18+,Orange
10975,2015,92701,163,49.5,18+,Orange
10976,2015,92703,144,50.9,18+,Orange
10977,2015,92704,168,25.2,18+,Orange
10978,2015,92705,59,39.8,18+,Orange
10979,2015,92706,86,19.1,18+,Orange
10980,2015,92707,125,28.5,18+,Orange
10981,2015,92708,113,23.9,18+,Orange
10982,2015,92780,74,15.0,18+,Orange
10983,2015,92782,25,16.1,18+,Orange
10984,2015,92801,163,36.3,18+,Orange
10985,2015,92802,97,30.7,18+,Orange
10986,2015,92804,229,35.1,18+,Orange
10987,2015,92805,177,34.4,18+,Orange
10988,2015,92806,130,42.5,18+,Orange
10989,2015,92807,50,18.6,18+,Orange
10990,2015,92808,17,10.6,18+,Orange
10991,2015,92821,78,24.7,18+,Orange
10992,2015,92831,82,27.6,18+,Orange
10993,2015,92832,89,46.3,18+,Orange
10994,2015,92833,138,33.4,18+,Orange
10995,2015,92835,49,25.7,18+,Orange
10996,2015,92840,147,35.8,18+,Orange
10997,2015,92841,80,30.4,18+,Orange
10998,2015,92843,152,43.3,18+,Orange
10999,2015,92844,57,29.8,18+,Orange
11000,2015,92845,28,21.9,18+,Orange
11001,2015,92860,49,21.4,18+,Riverside
11002,2015,92865,33,20.2,18+,Orange
11003,2015,92866,47,36.7,18+,Orange
11004,2015,92867,55,16.1,18+,Orange
11005,2015,92868,59,18.5,18+,Orange
11006,2015,92869,59,21.1,18+,Orange
11007,2015,92870,129,32.1,18+,Orange
11008,2015,92879,128,36.2,18+,Riverside
11009,2015,92880,112,28.1,18+,Riverside
11010,2015,92881,39,18.4,18+,Riverside
11011,2015,92882,136,27.4,18+,Riverside
11012,2015,92883,44,20.2,18+,Riverside
11013,2015,92886,67,18.6,18+,Orange
11014,2015,92887,26,16.2,18+,Orange
11015,2015,93001,94,37.4,18+,Ventura
11016,2015,93003,90,20.4,18+,Ventura
11017,2015,93004,58,25.4,18+,Ventura
11018,2015,93010,102,29.2,18+,Ventura
11019,2015,93012,42,13.3,18+,Ventura
11021,2015,93015,34,27.3,18+,Ventura
11022,2015,93021,45,17.8,18+,Ventura
11023,2015,93022,17,55.5,18+,Ventura
11024,2015,93023,35,19.2,18+,Ventura
11025,2015,93030,233,45.6,18+,Ventura
11026,2015,93033,159,27.1,18+,Ventura
11027,2015,93035,62,34.7,18+,Ventura
11028,2015,93036,68,21.4,18+,Ventura
11029,2015,93041,59,51.0,18+,Ventura
11030,2015,93060,70,28.9,18+,Ventura
11031,2015,93063,122,29.5,18+,Ventura
11032,2015,93065,139,24.8,18+,Ventura
11100,2015,93510,18,27.7,18+,Los Angeles
11102,2015,93534,323,113.9,18+,Los Angeles
11103,2015,93535,525,101.0,18+,Los Angeles
11104,2015,93536,198,34.0,18+,Los Angeles
11105,2015,93543,59,64.2,18+,Los Angeles
11107,2015,93550,457,83.8,18+,Los Angeles
11108,2015,93551,121,32.4,18+,Los Angeles
11109,2015,93552,149,54.0,18+,Los Angeles
11113,2015,93591,45,89.6,18+,Los Angeles
11582,2015,90001,441,74.0,All Ages,Los Angeles
11583,2015,90002,476,90.9,All Ages,Los Angeles
11584,2015,90003,725,104.2,All Ages,Los Angeles
11585,2015,90004,267,47.6,All Ages,Los Angeles
11586,2015,90005,120,21.0,All Ages,Los Angeles
11587,2015,90006,281,48.0,All Ages,Los Angeles
11588,2015,90007,176,53.4,All Ages,Los Angeles
11589,2015,90008,342,112.7,All Ages,Los Angeles
11590,2015,90011,663,62.1,All Ages,Los Angeles
11591,2015,90012,62,24.3,All Ages,Los Angeles
11592,2015,90013,124,91.5,All Ages,Los Angeles
11593,2015,90014,78,80.5,All Ages,Los Angeles
11594,2015,90015,133,74.2,All Ages,Los Angeles
11595,2015,90016,385,82.9,All Ages,Los Angeles
11596,2015,90017,210,87.0,All Ages,Los Angeles
11597,2015,90018,366,67.6,All Ages,Los Angeles
11598,2015,90019,355,54.8,All Ages,Los Angeles
11599,2015,90020,102,60.0,All Ages,Los Angeles
11600,2015,90021,48,121.8,All Ages,Los Angeles
11601,2015,90022,473,69.8,All Ages,Los Angeles
11602,2015,90023,350,77.1,All Ages,Los Angeles
11603,2015,90024,61,20.9,All Ages,Los Angeles
11604,2015,90025,72,18.9,All Ages,Los Angeles
11605,2015,90026,292,46.8,All Ages,Los Angeles
11606,2015,90027,155,36.4,All Ages,Los Angeles
11607,2015,90028,160,65.6,All Ages,Los Angeles
11608,2015,90029,229,59.5,All Ages,Los Angeles
11609,2015,90031,190,48.9,All Ages,Los Angeles
11610,2015,90032,242,54.3,All Ages,Los Angeles
11611,2015,90033,346,69.0,All Ages,Los Angeles
11612,2015,90034,183,35.6,All Ages,Los Angeles
11613,2015,90035,82,30.1,All Ages,Los Angeles
11614,2015,90036,94,27.0,All Ages,Los Angeles
11615,2015,90037,558,86.4,All Ages,Los Angeles
11616,2015,90038,119,43.9,All Ages,Los Angeles
11617,2015,90039,107,37.4,All Ages,Los Angeles
11618,2015,90040,69,52.0,All Ages,Los Angeles
11619,2015,90041,82,30.6,All Ages,Los Angeles
11620,2015,90042,296,48.7,All Ages,Los Angeles
11621,2015,90043,491,112.9,All Ages,Los Angeles
11622,2015,90044,973,101.7,All Ages,Los Angeles
11623,2015,90045,90,25.5,All Ages,Los Angeles
11624,2015,90046,106,26.5,All Ages,Los Angeles
11625,2015,90047,600,118.7,All Ages,Los Angeles
11626,2015,90048,45,22.6,All Ages,Los Angeles
11627,2015,90049,46,13.5,All Ages,Los Angeles
11628,2015,90056,42,73.9,All Ages,Los Angeles
11629,2015,90057,250,60.1,All Ages,Los Angeles
11630,2015,90058,39,92.8,All Ages,Los Angeles
11631,2015,90059,463,104.2,All Ages,Los Angeles
11632,2015,90061,289,102.7,All Ages,Los Angeles
11633,2015,90062,386,120.5,All Ages,Los Angeles
11634,2015,90063,296,50.7,All Ages,Los Angeles
11635,2015,90064,55,21.4,All Ages,Los Angeles
11636,2015,90065,242,52.0,All Ages,Los Angeles
11637,2015,90066,177,34.7,All Ages,Los Angeles
11638,2015,90068,35,16.2,All Ages,Los Angeles
11639,2015,90069,30,11.3,All Ages,Los Angeles
11640,2015,90094,13,24.9,All Ages,Los Angeles
11641,2015,90201,508,49.5,All Ages,Los Angeles
11642,2015,90210,28,13.9,All Ages,Los Angeles
11643,2015,90211,27,34.6,All Ages,Los Angeles
11644,2015,90212,28,21.1,All Ages,Los Angeles
11645,2015,90220,585,114.8,All Ages,Los Angeles
11646,2015,90221,473,82.3,All Ages,Los Angeles
11647,2015,90222,330,100.9,All Ages,Los Angeles
11648,2015,90230,124,39.3,All Ages,Los Angeles
11649,2015,90232,52,36.2,All Ages,Los Angeles
11650,2015,90240,77,28.0,All Ages,Los Angeles
11651,2015,90241,193,47.3,All Ages,Los Angeles
11652,2015,90242,222,47.9,All Ages,Los Angeles
11653,2015,90245,32,24.0,All Ages,Los Angeles
11654,2015,90247,348,74.5,All Ages,Los Angeles
11655,2015,90248,50,50.8,All Ages,Los Angeles
11656,2015,90249,194,72.1,All Ages,Los Angeles
11657,2015,90250,636,64.6,All Ages,Los Angeles
11658,2015,90254,20,9.4,All Ages,Los Angeles
11659,2015,90255,395,52.9,All Ages,Los Angeles
11660,2015,90260,188,53.5,All Ages,Los Angeles
11661,2015,90262,399,55.6,All Ages,Los Angeles
11662,2015,90265,20,10.3,All Ages,Los Angeles
11663,2015,90266,38,11.3,All Ages,Los Angeles
11664,2015,90270,142,52.8,All Ages,Los Angeles
11665,2015,90272,29,12.5,All Ages,Los Angeles
11666,2015,90274,27,6.9,All Ages,Los Angeles
11667,2015,90275,28,12.6,All Ages,Los Angeles
11668,2015,90277,58,18.1,All Ages,Los Angeles
11669,2015,90278,88,22.9,All Ages,Los Angeles
11670,2015,90280,417,43.2,All Ages,Los Angeles
11671,2015,90291,81,28.7,All Ages,Los Angeles
11672,2015,90292,36,18.9,All Ages,Los Angeles
11673,2015,90293,27,26.2,All Ages,Los Angeles
11674,2015,90301,356,90.2,All Ages,Los Angeles
11675,2015,90302,252,82.4,All Ages,Los Angeles
11676,2015,90303,220,88.5,All Ages,Los Angeles
11677,2015,90304,153,50.4,All Ages,Los Angeles
11678,2015,90305,111,103.0,All Ages,Los Angeles
11679,2015,90401,36,60.5,All Ages,Los Angeles
11680,2015,90402,13,13.6,All Ages,Los Angeles
11681,2015,90403,47,18.2,All Ages,Los Angeles
11682,2015,90404,111,51.8,All Ages,Los Angeles
11683,2015,90405,56,23.6,All Ages,Los Angeles
11684,2015,90501,210,50.0,All Ages,Los Angeles
11685,2015,90502,77,45.6,All Ages,Los Angeles
11686,2015,90503,99,23.9,All Ages,Los Angeles
11687,2015,90504,103,34.9,All Ages,Los Angeles
11688,2015,90505,82,24.2,All Ages,Los Angeles
11689,2015,90601,156,60.5,All Ages,Los Angeles
11690,2015,90602,183,72.7,All Ages,Los Angeles
11691,2015,90603,93,45.0,All Ages,Los Angeles
11692,2015,90604,202,49.3,All Ages,Los Angeles
11693,2015,90605,213,53.1,All Ages,Los Angeles
11694,2015,90606,160,50.2,All Ages,Los Angeles
11695,2015,90620,207,47.3,All Ages,Orange
11696,2015,90621,192,57.6,All Ages,Orange
11697,2015,90623,39,29.1,All Ages,Orange
11698,2015,90630,141,31.6,All Ages,Orange
11699,2015,90631,305,43.8,All Ages,Orange
11700,2015,90638,180,38.3,All Ages,Los Angeles
11701,2015,90640,295,47.8,All Ages,Los Angeles
11702,2015,90650,579,54.3,All Ages,Los Angeles
11703,2015,90660,336,54.0,All Ages,Los Angeles
11704,2015,90670,78,53.8,All Ages,Los Angeles
11705,2015,90680,137,47.9,All Ages,Orange
11706,2015,90701,47,29.9,All Ages,Los Angeles
11707,2015,90703,152,38.6,All Ages,Los Angeles
11708,2015,90704,12,27.6,All Ages,Los Angeles
11709,2015,90706,407,52.3,All Ages,Los Angeles
11710,2015,90710,128,48.5,All Ages,Los Angeles
11711,2015,90712,374,134.7,All Ages,Los Angeles
11712,2015,90713,80,28.9,All Ages,Los Angeles
11713,2015,90715,103,49.0,All Ages,Los Angeles
11714,2015,90716,89,60.3,All Ages,Los Angeles
11715,2015,90717,105,50.9,All Ages,Los Angeles
11716,2015,90720,48,23.2,All Ages,Orange
11717,2015,90723,302,53.8,All Ages,Los Angeles
11718,2015,90731,552,91.6,All Ages,Los Angeles
11719,2015,90732,64,39.3,All Ages,Los Angeles
11720,2015,90740,43,23.6,All Ages,Orange
11721,2015,90744,388,67.9,All Ages,Los Angeles
11722,2015,90745,273,50.5,All Ages,Los Angeles
11723,2015,90746,177,81.0,All Ages,Los Angeles
11724,2015,90755,45,41.0,All Ages,Los Angeles
11725,2015,90802,294,71.2,All Ages,Los Angeles
11726,2015,90803,44,15.3,All Ages,Los Angeles
11727,2015,90804,318,81.6,All Ages,Los Angeles
11728,2015,90805,823,84.3,All Ages,Los Angeles
11729,2015,90806,415,98.9,All Ages,Los Angeles
11730,2015,90807,112,37.3,All Ages,Los Angeles
11731,2015,90808,109,30.4,All Ages,Los Angeles
11732,2015,90810,255,70.2,All Ages,Los Angeles
11733,2015,90813,775,131.6,All Ages,Los Angeles
11734,2015,90814,66,44.9,All Ages,Los Angeles
11735,2015,90815,82,20.7,All Ages,Los Angeles
11736,2015,91001,128,37.0,All Ages,Los Angeles
11737,2015,91006,69,23.5,All Ages,Los Angeles
11738,2015,91007,58,20.1,All Ages,Los Angeles
11739,2015,91010,119,46.1,All Ages,Los Angeles
11740,2015,91011,24,14.4,All Ages,Los Angeles
11741,2015,91016,160,41.8,All Ages,Los Angeles
11742,2015,91020,18,24.0,All Ages,Los Angeles
11743,2015,91024,23,20.9,All Ages,Los Angeles
11744,2015,91030,49,21.3,All Ages,Los Angeles
11745,2015,91040,78,40.6,All Ages,Los Angeles
11746,2015,91042,68,26.5,All Ages,Los Angeles
11747,2015,91101,41,26.2,All Ages,Los Angeles
11748,2015,91103,152,54.8,All Ages,Los Angeles
11749,2015,91104,117,32.3,All Ages,Los Angeles
11750,2015,91105,24,19.7,All Ages,Los Angeles
11751,2015,91106,49,21.6,All Ages,Los Angeles
11752,2015,91107,79,25.2,All Ages,Los Angeles
11753,2015,91201,63,30.9,All Ages,Los Angeles
11754,2015,91202,61,24.5,All Ages,Los Angeles
11755,2015,91203,62,42.2,All Ages,Los Angeles
11756,2015,91204,111,69.5,All Ages,Los Angeles
11757,2015,91205,167,44.9,All Ages,Los Angeles
11758,2015,91206,119,36.0,All Ages,Los Angeles
11759,2015,91207,21,26.7,All Ages,Los Angeles
11760,2015,91208,26,20.0,All Ages,Los Angeles
11761,2015,91214,91,36.3,All Ages,Los Angeles
11762,2015,91301,42,17.5,All Ages,Los Angeles
11763,2015,91302,41,15.6,All Ages,Los Angeles
11764,2015,91303,217,75.9,All Ages,Los Angeles
11765,2015,91304,279,57.1,All Ages,Los Angeles
11766,2015,91306,302,68.0,All Ages,Los Angeles
11767,2015,91307,113,46.6,All Ages,Los Angeles
11768,2015,91311,124,39.7,All Ages,Los Angeles
11769,2015,91316,142,54.5,All Ages,Los Angeles
11770,2015,91320,79,18.8,All Ages,Ventura
11771,2015,91321,165,46.9,All Ages,Los Angeles
11772,2015,91324,162,63.8,All Ages,Los Angeles
11773,2015,91325,162,55.8,All Ages,Los Angeles
11774,2015,91326,70,22.7,All Ages,Los Angeles
11775,2015,91331,766,72.3,All Ages,Los Angeles
11776,2015,91335,508,68.4,All Ages,Los Angeles
11777,2015,91340,258,69.8,All Ages,Los Angeles
11778,2015,91342,499,53.9,All Ages,Los Angeles
11779,2015,91343,459,75.1,All Ages,Los Angeles
11780,2015,91344,201,42.3,All Ages,Los Angeles
11781,2015,91345,92,50.8,All Ages,Los Angeles
11782,2015,91350,101,26.7,All Ages,Los Angeles
11783,2015,91351,145,50.8,All Ages,Los Angeles
11784,2015,91352,318,65.3,All Ages,Los Angeles
11785,2015,91354,64,18.6,All Ages,Los Angeles
11786,2015,91355,91,27.4,All Ages,Los Angeles
11787,2015,91356,135,47.3,All Ages,Los Angeles
11788,2015,91360,88,21.4,All Ages,Ventura
11789,2015,91361,20,10.3,All Ages,Ventura
11790,2015,91362,89,27.4,All Ages,Ventura
11791,2015,91364,68,27.7,All Ages,Los Angeles
11792,2015,91367,139,32.5,All Ages,Los Angeles
11793,2015,91381,35,17.6,All Ages,Los Angeles
11794,2015,91384,68,29.9,All Ages,Los Angeles
11795,2015,91387,214,48.3,All Ages,Los Angeles
11796,2015,91390,27,15.2,All Ages,Los Angeles
11797,2015,91401,207,51.5,All Ages,Los Angeles
11798,2015,91402,609,82.6,All Ages,Los Angeles
11799,2015,91403,79,43.3,All Ages,Los Angeles
11800,2015,91405,401,79.6,All Ages,Los Angeles
11801,2015,91406,321,58.9,All Ages,Los Angeles
11802,2015,91411,164,64.4,All Ages,Los Angeles
11803,2015,91423,83,29.4,All Ages,Los Angeles
11804,2015,91436,34,22.1,All Ages,Los Angeles
11805,2015,91501,67,30.5,All Ages,Los Angeles
11806,2015,91502,42,42.4,All Ages,Los Angeles
11807,2015,91504,83,34.7,All Ages,Los Angeles
11808,2015,91505,101,34.8,All Ages,Los Angeles
11809,2015,91506,57,33.7,All Ages,Los Angeles
11810,2015,91601,190,50.9,All Ages,Los Angeles
11811,2015,91602,41,28.9,All Ages,Los Angeles
11812,2015,91604,51,18.1,All Ages,Los Angeles
11813,2015,91605,401,72.7,All Ages,Los Angeles
11814,2015,91606,270,63.0,All Ages,Los Angeles
11815,2015,91607,135,48.9,All Ages,Los Angeles
11816,2015,91701,124,34.8,All Ages,San Bernardino
11817,2015,91702,338,54.2,All Ages,Los Angeles
11818,2015,91706,408,53.2,All Ages,Los Angeles
11819,2015,91708,29,46.0,All Ages,San Bernardino
11820,2015,91709,186,26.1,All Ages,San Bernardino
11821,2015,91710,320,41.1,All Ages,San Bernardino
11822,2015,91711,90,28.1,All Ages,Los Angeles
11823,2015,91722,150,39.8,All Ages,Los Angeles
11824,2015,91723,101,56.3,All Ages,Los Angeles
11825,2015,91724,110,44.6,All Ages,Los Angeles
11826,2015,91730,241,35.9,All Ages,San Bernardino
11827,2015,91731,148,49.6,All Ages,Los Angeles
11828,2015,91732,420,62.7,All Ages,Los Angeles
11829,2015,91733,238,50.9,All Ages,Los Angeles
11830,2015,91737,57,27.2,All Ages,San Bernardino
11831,2015,91739,95,25.0,All Ages,San Bernardino
11832,2015,91740,113,47.9,All Ages,Los Angeles
11833,2015,91741,75,30.2,All Ages,Los Angeles
11834,2015,91744,544,65.2,All Ages,Los Angeles
11835,2015,91745,202,39.7,All Ages,Los Angeles
11836,2015,91746,128,41.1,All Ages,Los Angeles
11837,2015,91748,103,22.7,All Ages,Los Angeles
11838,2015,91750,94,32.0,All Ages,Los Angeles
11839,2015,91752,136,44.6,All Ages,Riverside
11840,2015,91754,100,32.3,All Ages,Los Angeles
11841,2015,91755,58,25.3,All Ages,Los Angeles
11842,2015,91761,253,42.5,All Ages,San Bernardino
11843,2015,91762,388,69.3,All Ages,San Bernardino
11844,2015,91763,230,56.0,All Ages,San Bernardino
11845,2015,91764,300,52.8,All Ages,San Bernardino
11846,2015,91765,91,21.4,All Ages,Los Angeles
11847,2015,91766,481,64.2,All Ages,Los Angeles
11848,2015,91767,384,80.6,All Ages,Los Angeles
11849,2015,91768,237,72.2,All Ages,Los Angeles
11850,2015,91770,208,34.7,All Ages,Los Angeles
11851,2015,91773,132,41.3,All Ages,Los Angeles
11852,2015,91775,51,21.7,All Ages,Los Angeles
11853,2015,91776,116,33.6,All Ages,Los Angeles
11854,2015,91780,68,20.6,All Ages,Los Angeles
11855,2015,91784,53,23.5,All Ages,San Bernardino
11856,2015,91786,301,57.5,All Ages,San Bernardino
11857,2015,91789,79,17.7,All Ages,Los Angeles
11858,2015,91790,216,49.4,All Ages,Los Angeles
11859,2015,91791,121,38.2,All Ages,Los Angeles
11860,2015,91792,120,40.6,All Ages,Los Angeles
11861,2015,91801,184,37.6,All Ages,Los Angeles
11862,2015,91803,87,30.9,All Ages,Los Angeles
11863,2015,91901,37,15.8,All Ages,San Diego
11864,2015,91902,38,24.5,All Ages,San Diego
11865,2015,91910,428,57.2,All Ages,San Diego
11866,2015,91911,502,60.7,All Ages,San Diego
11867,2015,91913,116,24.7,All Ages,San Diego
11868,2015,91915,58,17.9,All Ages,San Diego
11869,2015,91932,174,70.0,All Ages,San Diego
11870,2015,91935,14,15.5,All Ages,San Diego
11871,2015,91941,98,29.5,All Ages,San Diego
11872,2015,91942,147,44.1,All Ages,San Diego
11873,2015,91945,195,80.9,All Ages,San Diego
11874,2015,91950,472,79.7,All Ages,San Diego
11875,2015,91977,308,51.4,All Ages,San Diego
11876,2015,91978,30,35.0,All Ages,San Diego
11877,2015,92007,20,19.3,All Ages,San Diego
11878,2015,92008,49,20.3,All Ages,San Diego
11879,2015,92009,45,10.0,All Ages,San Diego
11880,2015,92010,19,15.2,All Ages,San Diego
11881,2015,92011,30,15.5,All Ages,San Diego
11882,2015,92019,150,30.3,All Ages,San Diego
11883,2015,92020,358,59.7,All Ages,San Diego
11884,2015,92021,326,67.7,All Ages,San Diego
11885,2015,92024,76,17.9,All Ages,San Diego
11886,2015,92025,196,39.6,All Ages,San Diego
11887,2015,92026,150,28.1,All Ages,San Diego
11888,2015,92027,186,34.1,All Ages,San Diego
11889,2015,92028,96,21.7,All Ages,San Diego
11890,2015,92029,22,11.8,All Ages,San Diego
11891,2015,92037,46,11.1,All Ages,San Diego
11892,2015,92040,136,33.7,All Ages,San Diego
11893,2015,92054,106,29.1,All Ages,San Diego
11894,2015,92056,153,30.5,All Ages,San Diego
11895,2015,92057,116,15.4,All Ages,San Diego
11896,2015,92058,121,61.3,All Ages,San Diego
11897,2015,92061,18,56.1,All Ages,San Diego
11898,2015,92064,80,17.5,All Ages,San Diego
11899,2015,92065,84,23.1,All Ages,San Diego
11900,2015,92069,95,19.3,All Ages,San Diego
11901,2015,92071,183,33.2,All Ages,San Diego
11902,2015,92075,16,15.1,All Ages,San Diego
11903,2015,92078,64,13.5,All Ages,San Diego
11904,2015,92081,93,34.9,All Ages,San Diego
11905,2015,92082,53,29.2,All Ages,San Diego
11906,2015,92083,121,32.3,All Ages,San Diego
11907,2015,92084,152,31.0,All Ages,San Diego
11908,2015,92101,218,67.5,All Ages,San Diego
11909,2015,92102,318,74.6,All Ages,San Diego
11910,2015,92103,137,54.1,All Ages,San Diego
11911,2015,92104,229,50.3,All Ages,San Diego
11912,2015,92105,469,63.1,All Ages,San Diego
11913,2015,92106,52,29.6,All Ages,San Diego
11914,2015,92107,51,19.6,All Ages,San Diego
11915,2015,92108,61,21.9,All Ages,San Diego
11916,2015,92109,62,17.3,All Ages,San Diego
11917,2015,92110,90,42.7,All Ages,San Diego
11918,2015,92111,202,43.7,All Ages,San Diego
11919,2015,92113,531,99.8,All Ages,San Diego
11920,2015,92114,584,89.3,All Ages,San Diego
11921,2015,92115,337,62.6,All Ages,San Diego
11922,2015,92116,119,40.6,All Ages,San Diego
11923,2015,92117,195,43.2,All Ages,San Diego
11924,2015,92118,47,28.2,All Ages,San Diego
11925,2015,92119,63,30.7,All Ages,San Diego
11926,2015,92120,80,30.4,All Ages,San Diego
11927,2015,92121,12,22.3,All Ages,San Diego
11928,2015,92122,67,23.7,All Ages,San Diego
11929,2015,92123,126,58.8,All Ages,San Diego
11930,2015,92124,65,28.4,All Ages,San Diego
11931,2015,92126,199,34.5,All Ages,San Diego
11932,2015,92127,71,17.1,All Ages,San Diego
11933,2015,92128,83,18.9,All Ages,San Diego
11934,2015,92129,118,24.8,All Ages,San Diego
11935,2015,92130,51,6.8,All Ages,San Diego
11936,2015,92131,62,16.6,All Ages,San Diego
11937,2015,92139,184,52.5,All Ages,San Diego
11938,2015,92154,352,44.2,All Ages,San Diego
11939,2015,92173,171,55.9,All Ages,San Diego
11940,2015,92201,344,53.7,All Ages,Riverside
